Comments,sentiment
খারাপ জিনিস তাই রিটান করলাম,Negative
"মাশাল্লাহ অনেক সুন্দর পিলিপ্স স্ক্রো ড্রাইভারগুলো,",Positive
"একটার ম্যাগনেট পোরাপোরি ঠিক আছে,",Positive
"দুইটার ম্যাগনেট ঠিক নাই,",Negative
"ধন্যবাদ সেলার ভাইকে,টুলসেন এর অরিজিনাল পন্য দেওয়ার জন্য।",Positive
"যাক আমি সন্তুষ্ট,প্রোডাক্ট পেয়ে,,ধন্যবাদ সেলার কে",Positive
দারাজ কে ধন্যবাদ জানাই গুণগতমান বজায় রাখার জন্য।,Positive
আলহামদুলিল্লাহ।। খুব সুন্দর 💖💖💖,Positive
"আমি মোট ৫টি আইটেম অর্ডার করেছিলাম। প্রত্যেকটি আইটেম ছবির মতই সুন্দর, নিখুঁত এবং ত্রুটিহীন ছিল। ",Positive
প্রকৃতপক্ষে TOLSEN এর টুলগুলো অসাধারণ।,Positive
শতভাগ ট্রাস্টেড শপ।,Positive
"আপনারা নিশ্চিন্তে নিতে পারেন, শতভাগ রিকোমেন্ডেড। ",Positive
আলহামদুলিল্লাহ অনেক ভালো 🌺,Positive
ছবি দেখে মনে করেছিলাম বড় হবে।,Negative
 সেম জিনিসই দিয়েছে সেলার।,Positive
 সেলারকে অসংখ্য ধন্যবাদ.সেলারকে অসংখ্য ধন্যবাদ অর্জিনাল পন্য দেওয়ার জন্য।,Positive
 যা অর্ডার করেছিলাম তাই দিয়েছে সেলার।,Positive
রাইডার পাবে ০ কারন সেলার হোম ডেলিভারি দিতে চায় না।,Negative
E-DESH কুরিয়ারের লোকজন ভাল কাজে অমনোযোগী।,Negative
অনেক ভালো একটা প্রোডাক্ট পেয়েছি,Positive
"আলহামদুলিল্লাহ খুব ভাল জিনিস পেয়েছি, সেলার ও দারাজকে ""জাযাকাল্লাহ""",Positive
"গায়ের সাথে ভাল ফিটেষ্ট হয়ছে, ধন্যবাদ সেলার কে",Positive
স্টার রা একটু সাইজে ছোট। আর বাকি সব ঠিকঠাক । অনেক ভালো কাজ করা যায়।,Positive
খুব সুন্দার ধন্যবাদ দারাজ ছেলার কে যেমন মনে করছি ঐরকম হয় নাই।,Positive
৮৫টাকার জিনিস ক্রয় করে ৫৮টাকা ডেলিভারি চার্জ এটা মানা যায় না।,Negative
যেমন চেয়েছি তেমন পেয়েছি,Positive
ফালতু একটা সেলার কমেন্ট ,Negative
"বললাম ৮"" স্টার ৩ পিছ মাইনাস ২ পিছ দিতে সালার সেলার দিয়েছে ৬"" তা ও আবার সবটি ৬"" ইঞ্চি",Negative
"মাশা-আল্লাহ অনেক সুন্দর আমি বৃষ্টিতেও পড়ে দেখেছি,,",Positive
ভালো ছিলো কিন্তু মনে করেছিলাম মাথাটা মোটা।,Positive
ডেলিভারি ম্যানের ব্যাবহার অনেক ভালো। ধন্যবাদ।,Positive
আলহামদুলিল্লাহ প্রডাক্ট অনেক ভালো। আপনারা নিতে পারেন,Positive
